zinc_id,smiles
ZINC000001474003,Oc1ccc(C2CCCCC2)cc1
ZINC000001531621,C=C1C=C[C@@H](C(C)C)CC1
ZINC000002556747,c1ccc(CCCc2ccccn2)cc1
ZINC000002539279,FC(F)(F)c1ccccc1CCl
ZINC000003164876,Cc1oc(-c2ccccc2)cc1C#N
ZINC000079374034,CCCCC[C@H](CCC)CCO
ZINC000019803976,CC(C)c1ccc(CS)cc1
ZINC000063148593,Fc1ccc(Cl)c(C(F)(F)F)c1
ZINC000001711257,CCCC[C@@H](CC)CC[C@H](C)O
ZINC000005761430,CC(C)[C@H]1CC[C@@H]2CC(=O)CC[C@@H]2C1
ZINC000001586752,CCCCSCCCC
ZINC000001850470,CCCCCCOC(=O)c1ccco1
ZINC000005997593,c1csc(CNC2CCCCC2)c1
ZINC000000355436,CCCC(=O)c1ccc(Cl)s1
ZINC000001632448,CCSSSCC
ZINC000001697860,CC(=O)c1ccc(CC(C)C)cc1
ZINC000034380916,Oc1ccccc1SC(F)(F)F
ZINC000049053506,CCC(=N\O)/C(C)=C/c1cccs1
ZINC000001519678,Cc1c(Cl)cccc1-n1cccc1
ZINC000001677096,C=CCCCCCCCCC=O
ZINC000019869983,CC(C)(C)SCc1cccc(N)c1
ZINC000263620483,C/C=C\C=N/CCCC/N=C/C=C\C
ZINC000000166037,FC(F)(F)c1ccc(CCl)cc1
ZINC000004218156,ClCc1cc(-c2cccs2)on1
ZINC000044185407,Cc1c(C#N)cc(Cl)c2cc[nH]c12
ZINC000004235166,Cc1cccc(C)c1-n1cccc1
ZINC000016946966,Oc1cccc(-c2cccc(F)c2)c1
ZINC000019093834,C[C@@H]1CCC[C@H](NC2CCCC2)C1
ZINC000002004047,FC(F)Sc1ccccc1
ZINC000038415838,C[C@H]1CCCC[C@]1(C)N=[N+]=[N-]
ZINC000100000351,[C-]#[N+][C@@H](C)c1cccc(Cl)c1
ZINC000037467037,Cc1cccc([C@@H](N)C(C)(C)C)c1
ZINC000000572591,CCC(CC)c1nc2ccccc2[nH]1
ZINC000041204878,Cc1cccc([C@@H]2CCCCN2)c1C
ZINC000034252790,CCn1c2ccccc2c2ccncc21
ZINC000006091991,Clc1ccc([C@H]2CO2)c(Cl)c1
ZINC000095620494,CCCCC[C@@H](S)SC
ZINC000038283284,N#C[C@H](Cl)c1ccc(Cl)cc1
ZINC000196666286,CC(C)C(=O)c1ccccc1N=[N+]=[N-]
ZINC000019808190,Cc1ccc([C@H]2NCCC[C@@H]2C)cc1
ZINC000001735561,ClCc1nc2ccccc2s1
ZINC000004255827,CCSc1ccc(C(C)=O)cc1
ZINC000001596410,Sc1nc(-c2ccccc2)cs1
ZINC000056961557,C[C@H](Br)Cc1ccccc1
ZINC000033609040,CCCCC[C@@H](CO)CCCC
ZINC000002509370,Brc1ccc2c(c1)C=CC2
ZINC000032163588,CCCCCc1nc(C)c(CC)o1
ZINC000095829612,CC1=CC(C)(C)Nc2cc(F)ccc21
ZINC000001995284,C=Cc1ccc(CCl)cc1
ZINC000164518542,OCc1csc2c(Cl)cccc12
ZINC000020230691,CC(C)C/C=C(\C=O)c1ccccc1
ZINC000022141185,CN[C@@H](C)c1ccc2ccccc2c1
ZINC000116790427,CCCCCC[C@H](C)CCCO
ZINC000002039030,COc1cc(Cl)ccc1Cl
ZINC000012649714,Clc1ccc([C@@H]2CO2)cc1Cl
ZINC000020271026,Cc1cc2ccc(F)cc2nc1Cl
ZINC000002037537,CCCCCc1cccs1
ZINC000019920477,CCCNc1cccc(Cl)c1
ZINC000002556405,Cc1cccc(C(F)(F)F)c1
ZINC000033506840,Clc1nc(Cl)c(Cl)s1
ZINC000040377755,CC[C@H](CC1CCCCC1)C(=O)O
ZINC000036179694,Cc1ccccc1C(=O)CC(C)C
ZINC000019673387,CC(C)(C)c1ccc(C(C)(C)N)cc1
ZINC000000400523,Oc1ccccc1CNc1ccccc1
ZINC000002243596,C=Cc1ccccc1C(F)(F)F
ZINC000033610758,CC(C)[C@@H]1CC[C@H](C)CC1=S
ZINC000001648151,CCNc1cccc2ccccc12
ZINC000002245287,C=CCCc1cccc(Cl)c1
ZINC000022016766,FC(F)(F)c1ccc2ncccc2c1
ZINC000072266609,CN[C@@H](C)[C@@H](C)c1ccc(Cl)cc1
ZINC000001578103,N#CCc1ccccc1-c1ccccc1
ZINC000057385867,ClCCC1CCCCC1
ZINC000064633632,C/C=C/c1ccc(O)c(OC(C)C)c1
ZINC000070769899,CCCC[C@H](CC)CCCCO
ZINC000006015688,Cc1ccc(NCc2ccco2)cc1
ZINC000004661832,CC1=C(/C=C/[C@@H](C)O)C(C)(C)CCC1
ZINC000040377822,CCC[C@@H](CC1CCCCC1)C(=O)O
ZINC000000391974,Oc1c(Cl)cc(Cl)cc1Cl
ZINC000085947589,CC(C)[C@H]1CC[C@@H](C)[C@H]1C
ZINC000034589184,CCC[C@@H](C)CCCCCCO
ZINC000001692460,CC(C)(C)CC(C)(C)N=C=S
ZINC000013208216,c1ccc(Sc2cccnc2)cc1
ZINC000059467059,Cc1ccc(C=O)c(Cl)c1Cl
ZINC000034027334,CC[C@@H](S)c1ccccc1
ZINC000013898389,c1ccc(CNC2CCCCC2)cc1
ZINC000001700212,Cc1ccc(C(C)C)cc1[N+](=O)[O-]
ZINC000002539085,FC(F)(F)c1cc2ccccc2[nH]1
ZINC000095620582,CC[C@H](S)S[C@@H](S)CC
ZINC000039392477,O=C1CCCC[C@H]1c1ccc(F)cc1
ZINC000004411041,CC(=O)O[C@@H]1C[C@H](C)CC[C@@H]1C(C)C
ZINC000042784233,C1CCC(CC[C@H]2CCCNC2)CC1
ZINC000197623617,CC1=C(C)[C@H](C)[C-](C)[C@H]1C
ZINC000032008795,Cc1ccc(N)cc1OCCC(C)C
ZINC000002133743,C[C@@H]1CC(C)(C)NCc2ccccc21
ZINC000002576998,CCCCCCCC(C)(C)C(=O)O
ZINC000001852604,CC(=O)c1c(Cl)cccc1Cl
ZINC000100474907,N#CC12C[C@H]3C[C@@H](CC(Cl)(C3)C1)C2
ZINC000002563298,CCCCCC(N)CCCCC
ZINC000019421303,CCC[C@@H](N)c1ccc(Cl)cc1
ZINC000165907359,COc1ccc(C)cc1[C@H](C)N=[N+]=[N-]
ZINC000014516996,CCCCn1ccc2ccccc21
ZINC000001519653,Cc1cccc(-n2cccc2)c1C
ZINC000002504561,Cc1cccc2ccsc12
ZINC000003734960,Fc1cccc([C@@H]2CCCCCN2)c1
ZINC000001519679,Clc1cccc(-n2cccc2)c1
ZINC000037373298,[N-]=[N+]=Nc1cccc2cnccc12
ZINC000016739891,O=Cc1cc(-c2cccs2)cs1
ZINC000095919308,C=C[C@@H](O)CCCCCCCC
ZINC000001235052,C[C@H]1CC(C)(C)Nc2ccccc21
ZINC000058632954,C/C=C\C=N\CCCC/N=C/C=C/C
ZINC000004234835,Cc1ccc([C@@H]2CCCCN2)cc1C
ZINC000014883477,C=C1C=CCC(C)(C)[C@]12CC[C@@H](C)O2
ZINC000001699552,CC[C@H](C)CC(C)C
ZINC000000336032,Cc1ccc(-n2cccc2)cc1Cl
ZINC000036438308,CCc1ccc2cc(OC)ccc2c1
ZINC000100178166,CCCCCCCCN1C=CN(C)C1
ZINC000001849834,CCCCCCCOC(=O)CCC
ZINC000055757710,[C-]#[N+]c1ccc2ccccc2c1
ZINC000037206913,[N-]=[N+]=NCc1ccc2ncccc2c1
ZINC000100778610,CC(C)[C@H]1CC[C@@H](C)[C@@H]1C
ZINC000001666853,Cc1ccc2ccccc2c1
ZINC000000389655,Fc1ccc(Cl)c(Cl)c1
ZINC000036377903,C=C(c1cnc[nH]1)c1cccc(C)c1C
ZINC000001520194,Clc1ccccc1-c1cscn1
ZINC000095950101,Cc1cccc2nc(Cl)sc12
ZINC000002039808,CC(C)[C@H](C)C(C)(C)C
ZINC000034976559,CCCC(=O)c1ccc(C)cc1C
ZINC000002582651,Fc1ccc([C@@H]2CCCCCN2)cc1
ZINC000004501396,CC[C@H](C)S[C@H](C)CC
ZINC000038642928,C/C=C\[C@H](C)C(=O)OCCCCCC
ZINC000035739968,C[C@H](Cl)c1ncc(C(C)(C)C)o1
ZINC000088243592,CCC[C@@H](Cl)[C@H](C)Cl
ZINC000002034526,CCC[C@@H](C)CC(C)C
ZINC000014684767,C=C(C)/C=C\[C@@H]1CC(C)=CCCO1
ZINC000035117223,CN[C@H](c1ccc(Cl)cc1)C1CC1
ZINC000082789141,FC(F)(F)c1cccc2ncccc12
ZINC000083822165,C[C@@H]1CCC[C@H](CBr)C1
ZINC000170156009,C[Si](C)(C)C#CC1=CCCCC1
ZINC000039054941,CCC[C@@H](F)C(=O)c1ccccc1
ZINC000066323215,Cc1ccc(C(F)F)cc1F
ZINC000005225638,FC(F)(F)Oc1ccc(Cl)cc1
ZINC000100073720,CC1(C)[C@@H]2CC[C@@](C)(S)[C@@H]1C2
ZINC000002568009,C=CCCCCCC=C
ZINC000095618242,CCCCCCC[C@H]1OC[C@H](C)O1
ZINC000001531618,C=C/C(C)=C/CC=C(C)C
ZINC000000152316,CSc1ccc(N=C=S)cc1
ZINC000033915345,C=Cc1ccccc1OC(C)C
ZINC000001699411,C=C(C)CCCCC
ZINC000095347761,C[C@@H]1CC[C@@H](CCCC(=O)O)C1(C)C
ZINC000001589921,CCCc1ccc(C[C@@H](C)C=O)cc1
ZINC000095619764,CCCCc1oc(CCC)nc1C
ZINC000086034071,CC1=CC(=C(C)C)CCC1
ZINC000001693785,CO[C@@H](CCCl)c1ccccc1
ZINC000116790424,CCCCCC[C@@H](C)CCCO
ZINC000082671151,Cc1ccc(C(=O)OC(C)(C)C)s1
ZINC000104518146,CC(C)[C@H]1CCC2=CC(=O)CC[C@H]2C1
ZINC000002389876,CCCCC#Cc1ccccc1
ZINC000000153303,Fc1ccc(N=C=S)cc1Cl
ZINC000032911429,OCc1cc2c(Cl)cccc2s1
ZINC000043220513,Cc1nc2c(C)c(C)ccc2s1
ZINC000038325161,C[C@@H](NCc1ccccc1)C(C)(C)C
ZINC000070776753,O[C@@H]1CCCC[C@H](c2ccccc2)C1
ZINC000095731345,CCCC1=CCCCC1
ZINC000001715565,O=C(O)c1cccc(C2CCCC2)c1
ZINC000170155355,C=C(O[Si](C)(C)C)C(C)(C)C
ZINC000020085506,CCCC1CCC(NC(C)C)CC1
ZINC000002562413,CCCc1ccc(Cl)cc1
ZINC000002567956,O=[N+]([O-])c1cccc(-c2ccccc2)c1
ZINC000001606157,CCC[C@H](C)[C@@H](C)CC
ZINC000002526244,Cc1ccccc1C(F)(F)F
ZINC000169746156,F[B-](F)(F)CCc1ccccc1
ZINC000019093830,C[C@@H]1CCC[C@@H](NC2CCCC2)C1
ZINC000014590161,CCCSSSC
ZINC000011848540,CSc1ccccc1CCl
ZINC000005434554,CC(C)(C)[C@@H]1CCCC(=O)CC1
ZINC000085540051,C=C(C)[C@@H]1C=C(C)CCC1
ZINC000002505855,Cc1ccc(-c2cccc(C=O)c2)o1
ZINC000095836250,CC(C)c1ccc(CC(=O)Cl)cc1
ZINC000060054129,CC(C)C[C@H](C)CBr
ZINC000034753429,FC(F)=C(F)Oc1ccccc1
ZINC000001672534,c1ccc2c(c1)Cc1ccccc1N2
ZINC000037492263,CC(C)Sc1ccc([C@H](C)N)cc1
ZINC000033992319,C=Cc1ccc(O[C@H](C)OCC)cc1
ZINC000003734880,C1CCC([C@@H]2CCCCCN2)CC1
ZINC000035606062,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1C#N
ZINC000034268676,CC(C)=CCC/C(C)=C/CCO
ZINC000100230346,CC1=CCCC(C)(C)/C1=C/C[C@@H](C)O
ZINC000071613680,C[C@H](F)CCCc1ccccc1
ZINC000001640034,CCCCCCCCSCCO
ZINC000001074361,Cc1ccc(-c2ccc(N)cc2)cc1
ZINC000000977615,Cc1ccc(C)n1Cc1ccccc1
ZINC000032625180,Cc1c([C@@H](C)N)sc2ccccc12
ZINC000001701849,Cc1ccccc1OCCCCCl
ZINC000005138880,CCCCCCc1ccncc1
ZINC000002025168,CCCCCCOc1cccc(N)c1
ZINC000016946963,Oc1cccc(-c2ccc(F)cc2)c1
ZINC000037625182,CC(C)c1c[nH]c2ccccc12
ZINC000197623604,CC1=C(C)[C@@H](C)[C-](C)[C@@H]1C
ZINC000002576913,FC(Cl)(Cl)CC(Cl)Cl
ZINC000002514151,CC(C)(C)CC(=O)c1ccc(F)cc1
ZINC000002383274,O=Cc1ccccc1-c1ccccc1
ZINC000019808192,Cc1ccc([C@@H]2NCCC[C@H]2C)cc1
ZINC000038537032,Cc1c(Cl)ccc2cccnc12
ZINC000082862569,FC(F)(F)C1CCC(S)CC1
ZINC000003281053,O=Cc1ccc(Nc2ccccc2)cc1
ZINC000005762162,CC1(C)CC(C)(C)c2cc(O)ccc21
ZINC000238855677,[N-]=[N+]=NC[C@@H]1CCCCC1(F)F
ZINC000002579139,Cc1ccc(CCl)cc1Cl
ZINC000001438470,Cc1ccccc1-c1cccc(N)c1
ZINC000001847423,FC(F)(F)C(Cl)=C(Cl)Cl
ZINC000001595367,Oc1ccc(-c2ccccc2F)cc1
ZINC000000391936,CC(=O)OC(C)(C)[C@H]1CC=C(C)CC1
ZINC000033841553,CC(C)=CCC/C(C)=C/[C@H](C)O
ZINC000098095372,CC(C)(C)[C@@H]1CNc2ccccc21
ZINC000001995095,CCCCCCCCC[N+](C)(C)C
ZINC000064622639,C1=CC=C2C=CC=CC=C2C=C1
ZINC000074934339,COc1cccc(-c2ccc(C)cc2)n1
ZINC000077012052,FC(F)c1cc(Cl)nc(Cl)c1
ZINC000019880508,CC[C@H](NC(C)C)c1ccccc1
ZINC000001845602,CSc1ccc(CCl)cc1
ZINC000001700214,O=C(Cl)c1ccc2ccccc2c1
ZINC000035565027,CSc1ccc(OC(C)C)cc1
ZINC000036928123,[N-]=[N+]=Nc1ccc2c(c1)CCC2
ZINC000002509961,CCCCCC[C@@H](CCC)C(=O)O
ZINC000004521483,CC(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C
ZINC000020058065,C/C=C/C(=O)[C@@H]1[C@@H](C)C=CCC1(C)C
ZINC000001692669,CCCC(=O)c1cc(C)sc1C
ZINC000003131100,CC[N+]1=C(C)C(C)(C)c2ccccc21
ZINC000041206111,Cc1ccc(Cl)c(OC(F)F)c1
ZINC000001599560,CCC(=O)c1cccc2ccccc12
ZINC000100073170,c1ccc2c(c1)-c1ccccc1[C@H]1O[C@H]21
ZINC000001742348,C[C@@H](NC1CCCC1)c1ccccc1
ZINC000001851034,C=COC[C@@H](CC)CCCC
ZINC000014822572,C=CC(C)(C)[C@H](C=C(C)C)OC(C)=O
ZINC000001043825,O[C@H](c1ccccc1)C1CCCCC1
ZINC000002539763,Cc1ncc(C(F)(F)F)cc1Cl
ZINC000000967335,CC(=O)c1ccc2ccccc2c1
ZINC000144635358,CC[C@@H](C)CC1CCC(C(=O)O)CC1
ZINC000022003766,Fc1ccc2c(c1)[nH]c1ccccc12
ZINC000005758367,C=CC(=O)OCCCCCCC(C)C
ZINC000066323378,Fc1cc(F)c(C(F)F)c(F)c1
ZINC000001758805,CC12CCC(CC1)C2(C)C
ZINC000033841554,CC(C)=CCC/C(C)=C/[C@@H](C)O
ZINC000001076000,C[C@H]1CC(C)(C)Nc2ccc(O)cc21
ZINC000021304553,Oc1ccc(Cl)cc1C(F)(F)F
ZINC000100047667,CC(C)[C@@]12CC[C@@H](C)[C@H]1C2
ZINC000005698943,ON=C1CCC(c2ccccc2)CC1
ZINC000253588231,C#CC1(O[Si](C)(C)C(C)(C)C)CC1
ZINC000001850597,CCCC[C@H](CC)CCC(=O)O
ZINC000019421555,CC(C)(C)C[C@H](N)c1ccc(F)cc1
ZINC000033838538,C=CCSS/C=C/C
ZINC000000394413,CCC[C@@H](O)c1ccc(Cl)cc1
ZINC000082762100,C=C1CCC(C)(C)CC1
ZINC000100073165,C1=C[C@@H]2O[C@H]2c2c1ccc1ccccc21
ZINC000019261347,C[C@H](NC1CC1)c1ccccc1Cl
ZINC000052507727,O=Cc1cc2cc(Cl)ccc2s1
ZINC000095942535,Cc1cc(O)c(C(C)(C)C)cc1F
ZINC000012407028,C(=C/c1ccccn1)\c1ccccc1
ZINC000042375099,CC(C)(C)[C@@H](N)CCC1CCCC1
ZINC000000391971,Nc1cc(Cl)c(Cl)cc1Cl
ZINC000002025160,CCCCCCCC[C@@H]1C[C@H]1C(=O)O
ZINC000002559683,Cc1cc(Cl)nc2cc(F)ccc12
ZINC000012505450,[N-]=[N+]=Nc1ccc(Br)cc1
ZINC000014883478,C=C1C=CCC(C)(C)[C@]12CC[C@H](C)O2
ZINC000065337322,CC1CCC(=CBr)CC1
ZINC000083840070,O=C(CC1CCC1)c1ccccc1
ZINC000002164098,CCCCC[C@](C)(O)CC(C)C
ZINC000082762046,C=C1CCCCc2ccccc21
ZINC000001690310,CCC(CC)C[C@H]1CCCC[C@@H]1O
ZINC000002165938,C=C[C@@H](C)CC(C)(C)C
ZINC000005227547,C[C@H](O)c1c(Cl)cccc1Cl
ZINC000058621117,Fc1cc(F)c2c(c1)[C@H](Cl)CC2
ZINC000016947275,Cc1cccc(-c2ccccc2O)c1
ZINC000077293123,C[C@@H]1CCN[C@H](c2ccccc2)CC1
ZINC000001669714,Oc1ccc2ccccc2c1Cl
ZINC000014684768,C=C(C)/C=C\[C@H]1CC(C)=CCCO1
ZINC000221515204,CCCCC[C@@H]1CCN=C1C
ZINC000001517828,CC(C)(C)c1cc2cc(C#N)ccc2[nH]1
ZINC000001635600,CCOCc1cccc2ccccc12
ZINC000002508327,CN[C@H](C)c1cccc2ccccc12
ZINC000019948215,Cc1c(Cl)ccc2c1NCCC2
ZINC000020594351,CC(=O)[C@@H]1C[C@H]1c1ccccc1Cl
ZINC000005761196,CC(C)[C@@H]1CCC2=CC(=O)CC[C@@H]2C1
ZINC000003645913,FC(F)c1ccc2cc[nH]c2c1
ZINC000016946453,c1ccc(-c2ccc3c(c2)CCN3)cc1
ZINC000083822251,CC(C)C(C)(C)CBr
ZINC000038141440,CCCCCCC[C@@H]1CCC(=O)O1
ZINC000001519692,CCc1ccc(-n2cccc2)cc1
ZINC000013840554,Oc1ccc(-c2cccc(F)c2)cc1
ZINC000019504443,CCCN[C@H](CC)c1ccccc1
ZINC000002039635,CC(C)CCCCCCC=O
ZINC000049778426,CCCc1ccc(CCl)cc1
ZINC000000387535,CSc1ccc(C(=O)C(C)C)cc1
ZINC000085644689,C=C1C(C)=CCCC1(C)C
ZINC000019948196,CC(C)c1cccc2c1NCCC2
ZINC000039117349,FC(F)c1cc(Cl)cnc1Cl
ZINC000002516101,C=CCC/C=C/CCC=C
ZINC000135780626,CCCCCN(C)Cc1ccccc1
ZINC000001850826,CCCC[C@@H]1OC(=O)c2ccccc21
ZINC000047207445,N#Cc1cc(F)cc(-c2ccccc2)c1
ZINC000063363107,BrC1=CCCCCC1
ZINC000002555560,O=C/C=C/C=C/c1ccc(Cl)cc1
ZINC000001694442,O=C(C1=CCCCC1)c1ccccc1
ZINC000004218552,CCCC[C@@H](CC)CN=C=S
ZINC000001699432,CC1CC(C)CC(C)C1
ZINC000001702379,CCCCCC(=O)[C@H](C)CC
ZINC000002039057,CCc1ccccc1Br
ZINC000071790202,C[C@](F)(Cl)[C@H](Cl)C(F)(F)F
ZINC000006094320,Clc1ccc2occc2c1
ZINC000002504805,CCCCCCCC[C@H](C)CO
ZINC000014616889,CCCCC/C=C\COC(=O)CCC
ZINC000072399737,COP(Cl)N(C(C)C)C(C)C
ZINC000005651441,CC[C@H](C)c1ccccc1[N+](=O)[O-]
ZINC000169746936,CCO[Si](CC)(CC)CC
ZINC000006091144,Clc1cscc1Cl
ZINC000001692091,Cc1ccc(Br)c(C)c1
ZINC000006119206,c1cc2c(s1)-c1sccc1C2
ZINC000019841847,CCC(CC)[C@H](N)c1cccs1
ZINC000012956288,CC(C)c1ccc2cc[nH]c2c1
ZINC000054009823,C[C@H](Cl)c1c(F)cccc1F
ZINC000021986485,Clc1cc(Cl)c(Cl)cn1
ZINC000000309087,CC(C)n1cc(C=O)c2ccccc21
ZINC000096321223,COc1c(C)cc2cc[nH]c2c1Cl
ZINC000198026063,F[B-](F)(F)CC1CCCCC1
ZINC000258189766,CC(=O)c1ccc2scc(C)c2c1
ZINC000057218644,COc1ccccc1C(C)(C)N=[N+]=[N-]
ZINC000001699439,Cc1ccccc1C(C)C
ZINC000001504642,c1ccc(Oc2ccccc2)cc1
ZINC000000389666,Nc1ccccc1Oc1ccccc1
ZINC000019673385,CC(C)c1ccc(C(C)(C)N)cc1
ZINC000034614663,O[C@@H](CC1CCCC1)c1ccccc1
ZINC000085972551,C=CC(C)(C)/C=C/C(=C)C
ZINC000001711258,CCCC[C@H](CC)CC[C@H](C)O
ZINC000002564313,Cc1cccc2c(Cl)ccnc12
ZINC000061825966,CC1(C)CCc2ccccc2[C@H](N)C1
ZINC000095620559,CCCCc1nc(C)c(CC)s1
ZINC000001679559,CC(C)C[C@H](C)N[C@H](C)CC(C)C
ZINC000014590129,CC[C@@H](SC)SSC
ZINC000039251528,Cc1nc2cc(C(C)(C)C)ccc2o1
ZINC000004054617,Cc1ccc(C)n1-c1ccc(F)cc1
ZINC000095347759,C[C@@H]1CC[C@H](CCCC(=O)O)C1(C)C
ZINC000000970398,CC(=O)c1ccc2c3c(cccc13)CC2
ZINC000005820434,C=C[C@H](CCCCCC)OC(C)=O
ZINC000002032403,CCCCC[C@@H](O)CCCC
ZINC000000391935,CC(=O)OC(C)(C)[C@@H]1CC=C(C)CC1
ZINC000041198875,CC(C)[C@@H]1CC(=O)c2ccccc21
ZINC000019879403,CC(C)[C@H](C)Nc1ccccc1
ZINC000000388324,Oc1ccc(Cl)c(Cl)c1Cl
ZINC000170154420,C=CC[Si](C)(C)CC=C
ZINC000000164806,CCc1cccc(C)c1N=C=S
ZINC000001699421,CCC(C)(CC)CC
ZINC000002545373,C=Cc1cccc(C(F)(F)F)c1
ZINC000031302758,[N-]=[N+]=Nc1ccc(Cl)cc1
ZINC000014651624,CCCC(=O)O[C@H](C)c1ccccc1
ZINC000001724776,C=C(C)CCC[C@@H](C)CCOC(C)=O
ZINC000003870307,C[C@H](N)c1cccc(Cl)c1Cl
ZINC000001405431,Oc1ccc(-c2ccccc2)c(F)c1
ZINC000002582658,Cc1cccc([C@@H]2CCCCCN2)c1
ZINC000020284236,CC(C)Nc1nc2ccccc2s1
ZINC000047216124,Fc1ccc(-c2cccnc2)cc1F
ZINC000039225111,ClCc1coc2ccccc12
ZINC000001456683,CCC(=O)c1ccc(OC(C)C)cc1
ZINC000001529229,CCCCCCCCCC(=O)O
ZINC000001577120,C=CCCCCCCCCC(=O)O
ZINC000001690839,Cc1ccc(C)c2ccccc12
ZINC000001707958,Oc1ccc2cc(Cl)ccc2c1
ZINC000006091972,Clc1ccc([C@@H]2CO2)c(Cl)c1
ZINC000100068712,C1=C[C@H]2O[C@@H]2c2ccc3ccccc3c21
ZINC000002504271,ClCc1ccccc1Cl
ZINC000003883317,N#Cc1ccc(-c2ccccc2)cc1F
ZINC000033985892,N#[N+]c1c(Cl)cccc1Cl
ZINC000003870305,C[C@@H]1CCC[C@]2(C)CCCC[C@]12O
ZINC000057218481,ClCc1nc(Cl)ccc1Cl
ZINC000169794520,F[B-](F)(F)C1CCCCC1
ZINC000103163559,CCCC[C@H]1CC[C@@H](C(=O)O)CC1
ZINC000034599785,COc1ccc(-c2ccc(C)cn2)cc1
ZINC000001669523,CCC[N+](CCC)(CCC)CCC
ZINC000030728401,O=Nc1cccc2ccccc12
ZINC000095831024,Fc1cc(Cl)c2ncccc2c1
ZINC000100199956,C[C@H]1C[C@H](C)CC[C@H]1C
ZINC000059590992,CC[P+](CC)(CC)CC
ZINC000000162998,CC(C)(C)c1ccc(N)c(Cl)c1
ZINC000001433380,O=C(c1ccccc1)C1CCCCC1
ZINC000049634874,Cl[C@@H]1CCCc2ccccc21
ZINC000077293118,C[C@@H]1CCN[C@@H](c2ccccc2)CC1
ZINC000030731603,CC/C=C\[C@@H]1C=CCC=CC1
ZINC000016697731,CCCc1nc(C)c(CCC)s1
ZINC000000191478,CC(C)(C)c1cc(C(C)(C)C)[nH]n1
ZINC000001257116,Cc1ccccc1-c1ccccc1CO
ZINC000001597850,CCNc1ccc2ccccc2c1
ZINC000001531084,CCCSSCCC
ZINC000002031581,O=C1C2=C(CCCC2)c2ccccc21
ZINC000100047670,CC(C)[C@@]12CC[C@H](C)[C@H]1C2
ZINC000100168863,CC(C)(C)C(=O)/C=C(/O)C(C)(C)C
ZINC000005191319,CC1(C)[C@@H]2CC[C@@H](C2)[C@@]1(C)N=C=S
ZINC000014883475,C=C1C=CCC(C)(C)[C@@]12CC[C@H](C)O2
ZINC000001661344,c1ccc2c(c1)Cc1ccccc1C2
ZINC000238855678,[N-]=[N+]=NC[C@H]1CCCCC1(F)F
ZINC000100058772,C(=N/Cc1ccccc1)\c1ccccc1
ZINC000006221013,N#Cc1cccc(-c2cccs2)c1
ZINC000001586606,CC(C)C(=O)c1ccccc1Cl
ZINC000003394034,C[C@H](N)c1ccc(-c2ccccc2)cc1
ZINC000004642624,CCCCC/C=C\C=C\C(=O)OCC
ZINC000058003935,CC[C@H](Cl)Cc1cccs1
ZINC000019726141,CC(C)[C@@H](CN)c1ccc(Cl)cc1
ZINC000001586749,C=CCCCCCC
ZINC000001850603,CCCCCC[C@@H]1CCCCC(=O)O1
ZINC000034091284,Clc1ccc2onc(Cl)c2c1
ZINC000000164729,Cc1cccc(C)c1N=C=S
ZINC000019920576,Fc1cccc(NC2CCCC2)c1
ZINC000000394998,Oc1ccc(Nc2ccccc2)cc1
ZINC000019728892,CC[C@@H](C#N)c1ccc(Cl)cc1
ZINC000019421309,CC(C)(C)C[C@H](N)c1ccccc1
ZINC000169744902,C[Si](C)(Cl)Cc1ccccc1
ZINC000034317568,Cc1ccc(C2CCC(=O)CC2)cc1
ZINC000039213303,Clc1cscc1Br
ZINC000100000364,[C-]#[N+]c1ccc(Br)cc1C
ZINC000000389525,S=C(Cl)Sc1ccccc1
ZINC001615665984,CC1=C(C)[C@H](C)[C@@H](C)[C@@H]1C
ZINC000019804007,N[C@@H](c1ccccc1)C1CCCCC1
ZINC000014593051,COc1ccc(C=C(C)C)cc1
ZINC000001482070,C#Cc1ccc(-c2ccccc2F)cc1
ZINC000019804099,CC[C@@H](C)[C@@H](N)c1ccc(Cl)cc1
ZINC000169794804,C#CCCO[Si](C)(C)C(C)(C)C
ZINC000001615323,CCCCCC(C)C
ZINC000001680359,c1ccc(Cc2ccccc2)cc1
ZINC000003120033,CC(=O)[C@H](c1ccccc1)C(C)C
ZINC000207897715,N#C/C=C(/Cl)c1ccc(F)cc1F
ZINC000000968225,CC1=CCC(=C(C)C)CC1
ZINC000001841113,CCCCCNc1ccccc1
ZINC000047843976,Fc1cccc2c1C1(CCCC1)CN2
ZINC000095698309,[C-]#[N+][C@@H](C)c1ccc(Cl)cc1
ZINC000001711256,CCCC[C@H](CC)CC[C@@H](C)O
ZINC000220909958,FC1(CBr)CCCCC1
ZINC000059160373,[C-]#[N+]c1ccc(Cl)cc1C
ZINC000001594900,CCCCCC(=O)c1ccc(O)cc1
ZINC000044479898,c1cnc2c(NC3CCC3)cccc2c1
ZINC000049701344,CC[C@H](Cl)c1ccccc1
ZINC000001722878,C[C@@]1(O)CCCC[C@H]1c1ccccc1
ZINC000004411043,CC(=O)O[C@@H]1C[C@@H](C)CC[C@H]1C(C)C
ZINC000002510203,Cc1ccc2sccc2c1
ZINC000026516120,S[C@H]1CCSc2ccccc21
ZINC000044830641,c1cc(-c2ccc3[nH]ccc3c2)ccn1
