zinc_id,smiles
ZINC000002167278,CCCCCC(=O)[C@@H](C)CC
ZINC000059591071,Cc1cc(C(F)(F)F)ccc1F
ZINC000090484645,Fc1cc2ccncc2cc1Cl
ZINC000013437578,CCCc1csc(CCC)n1
ZINC000000158701,O=Cc1ccc(-c2cccs2)cc1
ZINC000888085785,C=CCCC[C@H](CCC)C(=O)OCC
ZINC000001684877,CCCCC(=O)OC1CCCCC1
ZINC000085543412,C[C@]12CC[C@H]3[C@H](CCC[C@@]3(C)O1)C2
ZINC000034100120,Oc1ccc(OC2CCCCC2)cc1
ZINC000004578873,c1ccc(NN=C2CCCCC2)cc1
ZINC000072099241,C=C(C)C[C@@H](C)CCC
ZINC000000060938,N#Cc1ccc(Oc2ccccc2)cc1
ZINC000002034455,CC[C@@H]1CCC[C@H](C)C1
ZINC000238058678,CC(=O)C1=C(C)CC(C)(C)CC1
ZINC000082762047,C=C(C)c1ccccc1Br
ZINC000001571216,CCCCCCC/C=C/C=O
ZINC000001699879,ClCCCCCCBr
ZINC000071484950,CC1(C)CNc2ccc(Cl)cc21
ZINC000002528106,CCCCCC[C@H](C)N=C=S
ZINC000060710723,Cc1cc(C)cc([C@H]2CCCC2=O)c1
ZINC000000104221,CC(C)c1ccc(/C=C/[N+](=O)[O-])cc1
ZINC000003954496,CC1=C(/C=C/C(=O)O)C(C)(C)CCC1
ZINC000001693364,CCSc1ccc(C)cc1
ZINC000034589888,CCS[C@@H]1CCNc2ccccc21
ZINC000016362684,Cc1ccccc1CNC1CCCC1
ZINC000000006592,Cc1ccc(-c2csc(C)n2)cc1
ZINC000001841277,CC#CCCCCCCC
ZINC000068577096,CC(C)c1c[nH]c(=S)n1C(C)C
ZINC000005138397,CCCC[C@H](CC)CS
ZINC000001671383,C/C=C/CCCCCCCC(=O)O
ZINC000238701678,C=CCCCCCC[C@@H](O)CC=C
ZINC000140271995,CC[C@@H](C)CC[C@H](CO)C(C)C
ZINC000019948219,Cc1cc(Cl)cc2c1NCCC2
ZINC000013523714,c1ccc([C@@H]2O[C@@H]2c2ccccc2)cc1
ZINC000072099275,CC1[C@H](C)CCC[C@H]1C
ZINC000004237747,Cc1cc(Cl)ccc1-n1cccc1
ZINC000039056592,CC(C)c1cccc(C(=O)Cl)c1
ZINC000000969511,Cc1ccc2c(c1)C(=O)c1ccccc1-2
ZINC000075838618,Cc1nc(-c2ccccc2F)cs1
ZINC000002390028,CCCCCCCC/C=C/C(=O)O
ZINC000022058091,CC(C)c1cccc2c1OC(C)(C)O2
ZINC000009970440,COc1ccc2c(c1)C(C)(C)C(C)=N2
ZINC000000155501,Nc1cc(C2CCCCC2)ccc1O
ZINC000070163665,Br[C@@H]1CCc2ccccc21
ZINC000019955154,CCc1ccc(NCC(C)C)cc1
ZINC000090496359,Cc1ccc(F)c(CCl)c1F
ZINC000002243021,CCCCCCC/C=C/C(=O)OC
ZINC000063148554,Cc1ccc(C(F)(F)F)c(F)c1
ZINC000020594350,CC(=O)[C@@H]1C[C@@H]1c1ccccc1Cl
ZINC000088242568,CCc1cccc(C(F)(F)F)c1
ZINC000000292018,Cc1ccc(Oc2ccc(N)cc2)cc1
ZINC000070454969,CC(C)[C@@]12CC[C@H](C)[C@@H]1C2
ZINC000016158185,N#Cc1ccc(Cl)c(F)c1Cl
ZINC000000403158,Clc1cncc(Cl)c1Cl
ZINC000034573507,CC(=O)c1csc2ccc(F)cc12
ZINC000005766919,CC1=CCCC(C)(C)[C@@H]1/C=C/[C@@H](C)O
ZINC000013437575,CCCCCc1nc(C)cs1
ZINC000002582661,Cc1ccc([C@@H]2CCCCCN2)cc1
ZINC000002584408,CCC(CC)N(C(C)C)C(C)C
ZINC000107141616,CC(C)CCC1CCC(C(=O)O)CC1
ZINC000196285026,CC(=O)c1cc(F)cc2ccccc12
ZINC000001632458,CCC[N+](CC)(CCC)CCC
ZINC000000348876,Cc1ccc(-c2nc3ccccc3[nH]2)o1
ZINC000001699444,CCCCCc1ccccc1
ZINC000003308501,Nc1ccc2oc3ccccc3c2c1
ZINC000071790219,Fc1ccccc1C(F)(F)Cl
ZINC000071790204,C[C@](F)(Cl)[C@@H](Cl)C(F)(F)F
ZINC000000001280,Cc1cc(O)c(Cl)c(C)c1Cl
ZINC000016947248,Cc1ccc(-c2ccccc2O)cc1
ZINC000095618190,CC[C@H]1SC(CC(C)C)=N[C@H]1C
ZINC000001699558,CCCC(C)(C)CC
ZINC000039116592,Cc1cc(C)c(CN=[N+]=[N-])c(C)c1
ZINC000000335312,Cc1ccccc1Oc1ccc(N)cc1
ZINC000001712825,ClCCSCc1ccccc1
ZINC000114632906,CCCCC[C@@H](C)CCCCO
ZINC000001720496,N#Cc1ccc(-c2ccccc2)cc1
ZINC000013282452,CC(C)c1cccc(C(C)C)n1
ZINC000019726979,CC(C)c1ccc2c(c1)C(=O)CCC2
ZINC000036258008,Fc1ccc2c(Cl)nccc2c1
ZINC000004234768,CC(C)c1ccc([C@H]2CCCN2)cc1
ZINC000032135915,O=C1CCC2(CCCCC2)CC1
ZINC000002018303,CCC(C)(CC)C(C)C
ZINC000033992320,C=Cc1ccc(O[C@@H](C)OCC)cc1
ZINC000001689463,CCCCC(=O)c1ccccc1
ZINC000004228177,Cc1ccc2ccc3cccnc3c2n1
ZINC000032008281,CCCc1ccc(C(=O)C(C)C)cc1
ZINC000038672648,[N-]=[N+]=Nc1ccc(Cl)cc1[N+](=O)[O-]
ZINC000103542924,C=C(C)[C@@H]1CC[C@@H](C)C=C1O
ZINC000009458310,FC(F)Oc1ccccc1CCl
ZINC000057368586,Cc1ccc([C@H](C)Br)cc1
ZINC000004522201,SCc1cccc2ccccc12
ZINC000002383275,O=Cc1cccc(-c2ccccc2)c1
ZINC000083409148,CC(C)=CCC[C@H](C)[C@@H]1OC[C@H](C)O1
ZINC000004244652,FC(F)(F)c1cccc(CS)c1
ZINC000015169224,C[C@H]1CC=C2C(C)(C)CC=C[C@]2(C)O1
ZINC000001260160,Cc1ccc(-c2ccc(CO)cc2)cc1
ZINC000001687322,c1ccc(COCc2ccccc2)cc1
ZINC000117274204,ClC[C@@H]1CCCC[C@H]1CCl
ZINC000006096240,Oc1cccc(CCc2ccccc2)c1
ZINC000033839585,CC/C=C\COC(=O)CCCCC
ZINC000001232430,Cc1ccccc1[C@H](O)c1ccccc1
ZINC000001591846,O=[N+]([O-])c1ccc(-c2ccccc2)cc1
ZINC000070567338,C[C@@H]1CCC[C@H]([C@@H]2CCCC[C@@H]2O)C1
ZINC000014630457,Cc1cc(N)ccc1OCCC(C)C
ZINC000138046808,C[C@@H]1CC[C@@H]2[C@H](C1)C2(C)C
ZINC000095619732,CCCCCCC[C@@H]1C[C@@H](C)OC1=O
ZINC000002514364,O=C(c1ccc(F)cc1)C1CCCC1
ZINC000051951726,Brc1ccccc1C1CC1
ZINC000001235053,C[C@@H]1CC(C)(C)Nc2ccccc21
ZINC000022050699,C[C@@H]1CC[C@@H](C)N1Cc1ccccc1
ZINC000041206262,N[C@H](c1ccccc1F)C1CCCC1
ZINC000039947641,CC1(C)CNc2cccc(Cl)c21
ZINC000059586186,C=C[C@]1(C)CCC[C@@H](C(=C)C)O1
ZINC000060025525,CC(C)[C@@H](C)c1ccc(C=O)cc1
ZINC000000389746,O=C(Cl)Oc1ccc(Cl)cc1
ZINC000041048881,Cc1ccc(-c2ccc(C)c(N)c2)o1
ZINC000169956733,F[B-](F)(F)CCCc1ccccc1
ZINC000014588869,CC1=CC[C@H](C(C)(C)S)CC1
ZINC000007023272,CCC(C)(C)c1ccc(C(=O)O)cc1
ZINC000000388308,Oc1c(Cl)ccc(Cl)c1Cl
ZINC000002040169,CCCCCCCC(=O)CC
ZINC000043502271,CCCC[C@@H](CC)CCC=O
ZINC000001680238,CCCCC[C@](C)(O)CCC
ZINC000001627242,CCCc1ccc(Br)cc1
ZINC000002015918,CCCCC[C@@H](C)Cl
ZINC000059727289,CCCCCCC[C@@H]1CC=CC(=O)O1
ZINC000002574097,Nc1ccccc1-c1ccc(F)cc1
ZINC000001576892,CCCCCCc1ccc(O)cc1O
ZINC000014438723,CC/C=C\CCOC(=O)/C=C/CCC
ZINC000000158246,Oc1ccc(Oc2ccccc2)cc1
ZINC000035606069,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1C#N
ZINC000052972817,CCCCCC[C@@H](CC)CNC
ZINC000032135581,CCCCCCc1nc(C)oc1C
ZINC000001577331,CCC(=O)c1ccc2ccccc2c1
ZINC000017149354,CO[C@H]1C[C@H](C)CC[C@@H]1C(C)C
ZINC000003870306,C[C@H]1CCC[C@]2(C)CCCC[C@]12O
ZINC000001076003,C[C@@H]1CC(C)(C)Nc2ccc(O)cc21
ZINC000000586719,C[C@@H](Nc1ccccc1)c1cccnc1
ZINC000084411442,O=C(c1cccc(Cl)c1F)C1CC1
ZINC000098210416,FC(F)[C@H](Cl)c1ccccc1
ZINC000035644704,CC1=CCCC(C)(C)/C1=C\C[C@H](C)O
ZINC000014438663,CC/C=C\CCOC(=O)C/C=C\CC
ZINC000238857229,C[C@@H]1CCC[C@H]([C@H]2CCCC[C@H]2O)C1
ZINC000000084933,Clc1cnc(Cl)c(Cl)c1
ZINC000005820129,CCCCCC(=O)OC[C@@H](C)CC
ZINC000070455485,CCCCCCCC/C=C/C(=O)OC
ZINC000032223288,O=C1CCC[C@@H](c2ccccc2)CC1
ZINC000001760302,CC(C)(C)c1ccc(CC#N)cc1
ZINC000015146068,CCCCC/C=C/C/C=C/CCO
ZINC000000153320,Cc1cc(Cl)ccc1N=C=S
ZINC000014439080,CCCCCC[C@@H]1C[C@@H]1CC(=O)O
ZINC000039017380,CC(C)c1ccc2[nH]ccc2c1
ZINC000197623594,CC1=C(C)[C@H](C)[C-](C)[C@@H]1C
ZINC000001615418,CSc1nc2cc(Cl)ccc2o1
ZINC000040448733,Cc1cc(Cl)c(C=O)c(Cl)c1
ZINC000001703049,C=CCC1CCCCC1
ZINC000003734438,CCCCCC[C@@H]1CCCCN1
ZINC000002569983,Fc1ccc(Cc2cccs2)cc1
ZINC000002534693,C=CCCCCCCCC=O
ZINC000001606156,CCC[C@@H](C)[C@@H](C)CC
ZINC000019867408,N#Cc1ccc(Nc2ccccc2)cc1
ZINC000095347762,C[C@H]1CC[C@@H](CCCC(=O)O)C1(C)C
ZINC000095620557,CCCCCc1sc(C)nc1C
ZINC000000370129,Cc1nc2cc3ccccc3cc2o1
ZINC000014592214,C=C(C)CCc1occc1C
ZINC000016343479,c1ccc2c(c1)-c1ccccc1[C@H]1O[C@@H]21
ZINC000088258620,C[C@H](Br)C1CCCCC1
ZINC000002578943,CCCCC[C@@H](O)c1ccccc1
ZINC000001561968,N#CC1(c2ccccc2)CCCC1
ZINC000001682491,O=C1c2ccccc2-c2cc(F)ccc21
ZINC000001849837,C/C=C/CCCCCCCC(=O)OC
ZINC000034273108,Cc1cc(C)cc(C(C)(C)C#N)c1
ZINC000113863452,C1CC[C@@H]2[C@H](C1)O[C@@H]1CCCC[C@@H]21
ZINC000019920249,CCCNc1ccc(C)c(C)c1
ZINC000000167058,Sc1cccc(Cl)c1Cl
ZINC000033505701,C=C(C)[C@@H](CC=C(C)C)C(=O)OCC
ZINC000037118311,CCc1ccc(NCC2CC2)cc1
ZINC000083822176,C[C@H]1CCCC[C@H]1CBr
ZINC000039271548,C[C@H]1CC(C)(C)c2ccccc2N1
ZINC000049582003,Fc1cccc2nccc(Cl)c12
ZINC000000164905,Oc1ccc(SC(F)(F)F)cc1
ZINC000002526981,c1cc2cc(-c3ccoc3)ccc2[nH]1
ZINC000034263365,CCCC[C@@H](C)CCCCCO
ZINC000004501397,CC[C@H](C)S[C@@H](C)CC
ZINC000005734027,CCC(=S)Nc1ccc(Cl)cc1
ZINC000019421305,CCC[C@H](N)c1ccc(Cl)cc1
ZINC000064370139,FC(F)(F)CCCC(F)(F)F
ZINC000000298393,CCOc1ccc2nc(C)sc2c1
ZINC000002243105,C=CC/C(F)=C(/F)Br
ZINC000001669681,ClCc1ccc(CCl)cc1
ZINC000005761423,CC(C)[C@H]1CCC2=CC(=O)CC[C@@H]2C1
ZINC000001586376,C[C@H](Br)c1ccccc1
ZINC000001602841,Cc1cccc(C(C)(C)C)c1
ZINC000008220819,C[C@H](O[P@](C)(=O)F)C(C)(C)C
ZINC000034410257,O=CC1(c2ccccc2)CCCCC1
ZINC000095347518,Cc1ccc([N+](=O)[O-])cc1[C@@H](C)Cl
ZINC000003705306,C[C@H](N)c1cc(Cl)ccc1Cl
ZINC000014651934,C/C=C/C=C/C(=O)c1ccccc1
ZINC000002514245,CC(C)(C)C(=O)c1ccccc1F
ZINC000022007139,C/C(=N/O)c1cc2ccccc2s1
ZINC000088613661,CC1(C)Cc2ccc(Cl)cc2C1=O
ZINC000136486378,CC1=C(C)C1(C)c1ccccc1
ZINC000003378501,C[C@@H](N)c1ccc(Cl)cc1Cl
ZINC000034455194,O=C1CCCC[C@@H](c2ccccc2)C1
ZINC000077293116,C[C@H]1CCN[C@@H](c2ccccc2)CC1
ZINC000001690309,CCC(CC)C[C@@H]1CCCC[C@H]1O
ZINC000003860898,N#CC(c1ccccc1)c1ccccc1
ZINC000002525670,Cc1ccc(-c2ccccc2C=O)o1
ZINC000000225818,CC(C)(C)OC(=O)Nc1ccccc1
ZINC000000982093,C1CCC(NC2CCCCC2)CC1
ZINC000002574123,Nc1ccc(-c2cccc(F)c2)cc1
ZINC000002390082,CSc1ccccc1N=C=S
ZINC000169746532,C[Si](C)(C)C[Si](C)(C)C
ZINC000003249313,Cc1cccnc1NC1CCCCC1
ZINC000019871657,CCSc1ccccc1C(C)=O
ZINC000038642932,C/C=C\[C@@H](C)C(=O)OCCCCCC
ZINC000005761214,CC(C)[C@@H]1CC[C@H]2CC(=O)CC[C@@H]2C1
ZINC000001846557,CC(C)=CCCc1ccoc1
ZINC000085731687,Cc1cc(F)cc(N=[N+]=[N-])c1
ZINC000059586485,C[C@@]12CCC[C@@](O)(C1)[C@@H]1CC[C@@H]1CC2
ZINC000169746553,C[Si](C)(C)OC1=CCCCC1
ZINC000015169222,C[C@@H]1CC=C2C(C)(C)CC=C[C@]2(C)O1
ZINC000002511085,CSc1cc(C)cc(C)c1
ZINC000008579950,c1ccc2nc3ccccc3cc2c1
ZINC000021949705,CCc1c([C@H](C)N)oc2ccccc12
ZINC000038141438,ClP(Cl)c1ccccc1
ZINC000245224194,FS(F)(F)(F)(F)F
ZINC000037626009,c1ccc(OC2CCCC2)cc1
ZINC000012370408,N#Cc1ccccc1Oc1ccccc1
ZINC000066329376,FC(F)(F)C1=CCc2ccccc21
ZINC000095620581,CC[C@@H](S)S[C@@H](S)CC
ZINC000001680382,Sc1ccc2ccccc2c1
ZINC000065337281,c1ccc(COC2CCCC2)cc1
ZINC000019421480,C[C@@H](S)c1ccccc1Cl
ZINC000000337290,CC(=O)Nc1c(C)ccc2ccccc12
ZINC000008418983,CC1=CC[C@@H](C(C)C)C=C1
ZINC000001587706,CC(C)(CCl)c1ccccc1
ZINC000021953028,CCc1c([C@H](C)O)oc2ccccc12
ZINC000007261605,CCCCNC/C=C/c1ccccc1
ZINC000034331396,COc1ccc(Cl)c(CCl)c1
ZINC000001510341,C[C@@H](O)c1ccc(C(C)(C)C)cc1
ZINC000002514348,Cc1ccc(C(=O)C2CCCC2)cc1
ZINC000004699946,Oc1ccc2c(c1)oc1ccccc12
ZINC000000158632,Brc1cc2ccccc2o1
ZINC000001849946,CCCCCCCC/C=C/C=O
ZINC000083822170,C[C@H]1CCC[C@@H](CBr)C1
ZINC000064624099,CC(C)[C@]12CC[C@H](C)[C@H]1C2
ZINC000058650080,C[P@@](=O)(F)OC1CCCCC1
ZINC000004254315,CC(=O)c1cc(Cl)cc(Cl)c1
ZINC000019808188,Cc1ccc([C@H]2NCCC[C@H]2C)cc1
ZINC000002038799,CCCCCC(=O)OCCC(C)C
ZINC000002732103,C[C@H](N)c1ccc(C(C)(C)C)cc1
ZINC000095620577,C=CC[C@H](C)C(=O)OCCCCCC
ZINC000100070359,C/C=C/C(=O)C1=C(C)C=CCC1(C)C
ZINC000038537874,CSc1nc2c(F)cccc2s1
ZINC000034346377,CCc1ccsc1Br
ZINC000001080160,COc1ccc(-c2ccccc2)cc1
ZINC000004538403,CCCCC/C=C\CCC=O
ZINC000100776155,CC[C@@H](C)C1=N[C@@H](C)[C@@H](CC)S1
ZINC000004521811,CCCC/C=C(\C=O)CCC
ZINC000011757532,CN[C@@H](CCC(C)C)c1ccccc1
ZINC000036928132,[N-]=[N+]=Nc1ccc(Cl)cc1F
ZINC000000967371,c1ccc([C@H]2O[C@@H]2c2ccccc2)cc1
ZINC000065740326,Cc1ccc2c(c1)C[C@@H]1C=CC=C[C@@H]1C2
ZINC000064633690,CC(C)[C@H]1C=C[C@H](C)CC1
ZINC000066323214,Fc1ccc(C(F)F)cc1Cl
ZINC000000126110,Cc1cc(=S)[nH]c2ccccc12
ZINC000000967339,c1ccc2c(c1)cnc1ccccc12
ZINC000019942003,Fc1ccc(NCc2ccco2)cc1
ZINC000034402395,CC(C)=CCC[C@H](C)[C@@H](C)C=O
ZINC000037206921,[N-]=[N+]=NCc1ccccc1Cl
ZINC000052204636,CCc1ccccc1CBr
ZINC000002168243,CCCCCCCCC(OC)OC
ZINC000002583530,Cc1cc2ncccc2cc1Cl
ZINC000060050128,CC[C@@H](Cl)CCCCl
ZINC000001606159,CCC[C@H](C)[C@H](C)CC
ZINC000003897058,Oc1cccc2oc3ccccc3c12
ZINC000038078586,CN[C@@H](c1ccccc1Cl)C(C)C
ZINC000015022289,c1ccc2c(-c3cc[nH]n3)cccc2c1
ZINC000018145794,CCCCCCC1O[C@@H](C)[C@@H](C)O1
ZINC000002582660,Cc1ccccc1[C@@H]1CCCCCN1
ZINC000072265667,C=C(F)c1ccc(Cl)cc1
ZINC000082762062,C=Cc1ccc(Cl)c(F)c1
ZINC000067794451,Cc1cc(Cl)cc(F)c1Cl
ZINC000169851138,CCCCC#C[Si](C)(C)C
ZINC000001431204,Cc1cccc(-c2cccc(N)c2)c1
ZINC000002522842,CCN(CC)c1ccccc1Cl
ZINC000007996499,CC1=C(/C=C\C(=O)O)C(C)(C)CCC1
ZINC000088189800,Cc1cc2nccc(Cl)c2s1
ZINC000095619725,CC[C@@H](C)CCC[C@@H](C)C=O
ZINC000140271700,CC[C@@H](C)CC[C@@H](CO)C(C)C
ZINC000242554685,CCCCCC[C@@H]1O[C@@H](C)[C@@H](C)O1
ZINC000169904273,CC(C)=CCB1OC(C)(C)C(C)(C)O1
ZINC000034104114,Oc1ccc(C(F)(F)F)c(Cl)c1
ZINC000077011934,FC(F)c1cnc2ccccc2c1
ZINC000238085254,C=CC[C@@H](Cc1ccccc1)N=[N+]=[N-]
ZINC000064624219,CC1(C)C[C@@]2(C)CC[C@@H]1C2
ZINC000001690445,Cc1ccc2cccc(C)c2c1
ZINC000095620562,CCCc1nc(CC)sc1CC
ZINC000032136663,CCC(CC)CNCC(CC)CC
ZINC000001434605,O=Cc1ccc2c(c1)Cc1ccccc1-2
ZINC000001690185,C=Cc1ccc(Br)cc1
ZINC000166730461,Fc1ccc2cnc(Cl)cc2c1
ZINC000002564078,CCC/C=C(\C)CC
ZINC000019414274,Cc1cccc([C@H](N)c2ccccc2)c1
ZINC000002037558,CC(=O)O[C@]1(C(C)C)CC=C(C)CC1
ZINC000003978624,CC(C)=CC[C@H](O)[C@@H]1CC=C(C)CC1
ZINC000064633814,C=C(C)[C@@H]1CC[C@@H](C)[C@](C)(OO)C1
ZINC000002525256,F/C(Cl)=C(\Cl)C(F)(F)F
ZINC000033609042,CCCCC[C@H](CO)CCCC
ZINC000009245959,N[C@@H](c1ccc(F)cc1)C1CCCC1
ZINC000008699341,c1ccc(NCC2CCCCC2)nc1
ZINC000001727953,Cc1ccc([N+](=O)[O-])c2ccccc12
ZINC000041204879,Cc1cccc([C@H]2CCCCN2)c1C
ZINC000001510336,C[C@H](O)c1ccc(C(C)(C)C)cc1
ZINC000002025156,CCCCCCCC[C@H]1C[C@H]1C(=O)O
ZINC000011631246,CC(=O)C[C@H](C)c1ccc(C)cc1
ZINC000012649719,Clc1ccc([C@H]2CO2)cc1Cl
ZINC000019414272,Cc1cccc([C@@H](N)c2ccccc2)c1
ZINC000003885119,CC(=O)CC12CC3CC(CC(C3)C1)C2
ZINC000001669605,Cc1ccc2cc(C)ccc2c1
ZINC000006277036,c1ccc2c(c1)COc1ccccc1N2
ZINC000001845874,Cc1cccc(C(=O)c2ccccc2)c1
ZINC000033505700,C=C(C)[C@H](CC=C(C)C)C(=O)OCC
ZINC000034369557,CCCCC[C@@](C)(CC)C(=O)O
ZINC000047843996,Fc1ccccc1SC(F)(F)F
ZINC000000122018,c1ccc(-c2cn3ccccc3n2)cc1
ZINC000086050405,CCCCCC/C=C(/C)CC(=O)O
ZINC000001635553,CCC(C#N)=C1CCCCC1
ZINC000001634214,Cc1cc(C)c(Br)cc1C
ZINC000002020018,CC(C)CCC[C@@H](C)NC(C)C
ZINC000003734959,Fc1cccc([C@H]2CCCCCN2)c1
ZINC000032162048,CC(=O)OCC1=C(C)CCCC1(C)C
ZINC000044308163,C1CCCCCCC1
ZINC000077050241,CC(C)C1=CC[C@H](C)CC1
ZINC000000265039,Cc1ccccc1Oc1ccccc1N
ZINC000085972381,C=C1C=C(C)C(=C)C1(C)C
ZINC000001713876,c1ccc(COc2ccccc2)cc1
ZINC000002545240,CC(C)Oc1ccc(F)cc1Cl
ZINC000020216482,CC(C)(C)c1nc(CCl)cs1
ZINC000002565169,Fc1cc(F)c2nccc(Cl)c2c1
ZINC000033953549,C/C=C/C=C1\C(C)=CC(=O)CC1(C)C
ZINC000048733242,CCC[C@@H](CC1CCCC1)C(=O)O
ZINC000002514131,CC(C)(C)CC(=O)c1ccccc1
ZINC000043482217,CCCCCCCC[C@H]1CCC(=O)O1
ZINC000033824287,CCCC(CCC)CCCCO
ZINC000003378499,C[C@H](N)c1ccc(Cl)cc1Cl
ZINC000002548258,c1coc(-c2cccs2)c1
ZINC000038792123,C1=CC2=Cc3ccccc3OC2=CC1
ZINC000005973592,CCCCNCc1ccccc1Cl
ZINC000002514346,Cc1ccccc1C(=O)C1CCCC1
ZINC000008220823,C[C@H](O[P@@](C)(=O)F)C(C)(C)C
ZINC000095620580,CC[C@@H](S)S[C@H](S)CC
ZINC000007009335,C=CCNCc1ccc(C(C)C)cc1
ZINC000048733245,CCC[C@H](CC1CCCC1)C(=O)O
ZINC000065740331,Cc1ccc2c(c1)C[C@@H]1C=CC=C[C@H]1C2
ZINC000000394665,Cc1cc(Cl)cc(Cl)c1O
ZINC000012647773,Clc1cc(Cl)c2cc[nH]c2c1
ZINC000000899536,CC(=O)Oc1cc(C)ccc1C(C)C
ZINC000036960423,N[C@H](c1ccc(Cl)cc1)C1CCC1
ZINC000100552505,BrC1=CCCC=CCC1
ZINC000039309507,O=C1CCC(c2ccc(F)cc2)CC1
ZINC000037206928,[N-]=[N+]=NCc1ccc(Cl)cc1
ZINC000033838509,CCCCC/C=C\CCCOC(C)=O
ZINC000071613636,FC(=C(Cl)Cl)C(F)(F)F
ZINC000001689599,CCc1ccc2ccccc2c1
ZINC000001693262,BrCCC1CCCCC1
ZINC000036455756,Fc1ccc2sccc2c1
ZINC000008234325,CC1=CC[C@H](C(C)C)C=C1
ZINC000004654666,C=C(C)C1CCC(C)(OC(C)=O)CC1
ZINC000167072563,CCCc1ccc(OC(=O)Cl)cc1
ZINC000012359219,N#Cc1cc(F)c(Cl)cc1Cl
ZINC000019944211,Fc1ccccc1NC1CCCC1
ZINC000002044378,C[C@H](O)c1ccc(-c2ccccc2)cc1
ZINC000005469772,Cc1cc(O)c(C(C)C)cc1N=O
ZINC000011884028,NC1(c2ccc(Cl)cc2)CCCC1
ZINC000013234470,Cc1cccc(-c2ccccc2)n1
ZINC000091691375,Cc1csc2ccc(Cl)nc12
ZINC000002041000,CC[C@H](C)c1ccccc1
ZINC000004429364,CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C
ZINC000019920592,Fc1cccc(NCc2ccco2)c1
ZINC000013684496,C1=C(c2cccnc2)Cc2ccccc21
ZINC000095348029,CCOC(=O)[C@@H](C)CC1CCCCC1
ZINC000006118264,C1=C[C@@H]2O[C@@H]2c2ccc3ccccc3c21
ZINC000008585868,C1CCC2CCCCC2C1
ZINC000020437143,O=C1CCSc2c(Cl)cccc21
ZINC000014724760,C[C@@H]1C(=O)C=C2C(C)(C)CC=C[C@@]21C
ZINC000001577287,C=CCOC(=O)CCCCCCCC
ZINC000002166826,CCCCCc1ccc(N)cc1
ZINC000049651113,ClCCc1ccccc1Cl
ZINC000000389600,Nc1cccc(Oc2ccccc2)c1
ZINC000034402398,CC(C)=CCC[C@@H](C)[C@H](C)C=O
ZINC000032099224,Cc1ccc2cc(C)c(C)cc2n1
ZINC000001852607,C=C(CC)c1ccccc1
ZINC000002391423,Oc1cccc2[nH]c3ccccc3c12
ZINC000030714870,FC(F)(F)c1cccc2cnccc12
ZINC000095876050,C=CS(F)(F)(F)(F)F
ZINC000066323212,Fc1cc(C(F)F)ccc1Cl
ZINC000000080555,c1ccc2c(-c3ccncc3)c[nH]c2c1
ZINC000000967594,CC1=CCC(C(C)C)=CC1
ZINC000100778614,CC(C)[C@H]1CC[C@H](C)[C@@H]1C
ZINC000066055364,CC1(CBr)CCCCC1
ZINC000036755718,CC(C)c1cc(Cl)nc(C(C)C)n1
ZINC000071775220,CCC[C@H](C)C(C)C
ZINC000021514587,C[C@@H](Nc1ccccn1)c1ccccc1
ZINC000019883149,Cc1ccccc1[C@H](C)NCC(C)C
ZINC000090423931,CCCc1cccc(C(C)C)c1N
ZINC000002518334,Cc1cccc(CBr)c1C
ZINC000006095048,Brc1cccc2ccoc12
ZINC000008699706,Clc1ccc(NCC2CC2)cc1
ZINC000002545372,Cc1ccc(C(F)(F)F)cc1
ZINC000054009824,C[C@@H](Cl)c1c(F)cccc1F
ZINC000003734919,Cc1ccccc1[C@H]1CCCCCN1
ZINC000040433923,ClCc1ncc(Cl)cc1Cl
ZINC000022061023,CC(C)c1cc(O)cc(C(C)C)c1O
ZINC000078138492,C=C/C(C)=C\CCC(=C)C
ZINC000083409143,CC(C)=CCC[C@H](C)[C@H]1OC[C@H](C)O1
ZINC000200339645,C=C(c1ccccc1)[B-](F)(F)F
ZINC000057368594,Cc1ccccc1[C@@H](C)Br
ZINC000097758338,Clc1cccnc1C1CCC1
ZINC000169743292,C[Si](C)(C)S[Si](C)(C)C
ZINC000001995212,C=C(C)c1ccc(Cl)cc1
ZINC000000586718,C[C@H](Nc1ccccc1)c1cccnc1
ZINC000000516848,Cc1ccsc1CNC1CCCC1
ZINC000001690981,CC(C)(C)C(C)(C)C
ZINC000068576067,CCc1ccc([C@H]2CCCCCN2)o1
ZINC000002561381,Cc1ccc(SC(C)(C)C=O)cc1
ZINC000088189770,CCc1cccc(CBr)c1
ZINC000002038776,CC[C@@H](C)CCC(C)C
ZINC000003734856,Fc1ccc([C@H]2CCCCCN2)cc1
ZINC000001850709,CCCCCC/C=C/C=C/C=O
ZINC000039416681,C[C@@H](CCCl)OCc1ccccc1
ZINC000001258895,Cc1ccccc1-c1ccc(C=O)cc1
ZINC000001746581,Nc1ccccc1CCc1ccccc1
ZINC000085546661,C=C1[C@H]2C[C@@H]3CCC[C@]1(C)[C@H]3[C@@H]2OC
ZINC000072193163,Oc1cccc(C2CCCC2)c1
ZINC000063148354,FC(F)(F)/C=C(\Cl)C(F)(F)F
ZINC000034362830,COc1ccc(CCl)c(Cl)c1
ZINC000004829971,CO[C@@H]1C[C@@H](C)CC[C@@H]1C(C)C
